"created_at","id_str","text","geo","user_id","user_follower_count","location","full_text","original_text","word_tokens","cleaned_text","sentiment_score","sentiment"
"Tue Nov 02 15:48:12 +0000 2021","1455562395619897349","@elonmusk @teslaownersSV How come no economic effects?
There will be win-win effects.","NA","1087926098241953792","0",NA,NA,"@elonmusk @teslaownersSV How come no economic effects?
There will be win-win effects.","c(""@elonmusk"", ""@teslaownersSV"", ""how"", ""come"", ""no"", ""economic"", ""effects"", ""there"", ""will"", ""be"", ""winwin"", ""effects"")","elonmusk teslaownersSV How come no economic effects?
There will be win-win effects.","-0.25","negative"
"Tue Nov 02 15:48:13 +0000 2021","1455562400556584968","@TylerAtom8 @VortexNebula1 @Encapet4d4 @RationalEtienne @elonmusk american flag in bio, you’re an idiot","NA","1393738713776144387","99",NA,NA,"@TylerAtom8 @VortexNebula1 @Encapet4d4 @RationalEtienne @elonmusk american flag in bio, you’re an idiot","c(""@TylerAtom8"", ""@VortexNebula1"", ""@Encapet4d4"", ""@RationalEtienne"", ""@elonmusk"", ""american"", ""flag"", ""in"", ""bio"", ""youre"", ""an"", ""idiot"")","TylerAtom8 VortexNebula1 Encapet4d4 RationalEtienne elonmusk american flag in bio, you’re an idiot","-1","negative"
"Tue Nov 02 15:48:14 +0000 2021","1455562401496055827","@elonmusk @elonmusk 
@elonmusk 
@elonmusk 
What is going on With @dogecoin
we are tired!
Your word is not enough ri… https://t.co/X7wPyKKAXz","NA","1211666990","22",NA,"@elonmusk @elonmusk 
@elonmusk 
@elonmusk 
What is going on With @dogecoin
we are tired!
Your word is not enough right now!
@elonmusk 
@elonmusk 
@elonmusk 
@elonmusk","@elonmusk @elonmusk 
@elonmusk 
@elonmusk 
What is going on With @dogecoin
we are tired!
Your word is not enough right now!
@elonmusk 
@elonmusk 
@elonmusk 
@elonmusk","c(""@elonmusk"", ""@elonmusk"", ""@elonmusk"", ""@elonmusk"", ""what"", ""is"", ""going"", ""on"", ""with"", ""@dogecoin"", ""we"", ""are"", ""tired"", ""your"", ""word"", ""is"", ""not"", ""enough"", ""right"", ""now"", ""@elonmusk"", ""@elonmusk"", ""@elonmusk"", ""@elonmusk"")","elonmusk elonmusk 
elonmusk 
elonmusk 
What is going on With dogecoin
we are tired!
Your word is not enough right now!
elonmusk 
elonmusk 
elonmusk 
elonmusk","-0.2","negative"
"Tue Nov 02 15:48:15 +0000 2021","1455562404826390530","@elonmusk @HardcoreHistory Can I send you my sci-fi book?","NA","1437551208261169155","6",NA,NA,"@elonmusk @HardcoreHistory Can I send you my sci-fi book?","c(""@elonmusk"", ""@HardcoreHistory"", ""can"", ""i"", ""send"", ""you"", ""my"", ""scifi"", ""book"")","elonmusk HardcoreHistory Can I send you my sci-fi book?","0","neutral"
"Tue Nov 02 15:48:15 +0000 2021","1455562406327767045","@CryptoislandInc<U+0001F3DD><U+FE0F> will be the most tremendous project. Watch it out as they will shock the #Crypto space.<U+0001F973>

$CISLA… https://t.co/fXmAGh3vsS","NA","1454814217249325057","11",NA,"@CryptoislandInc<U+0001F3DD><U+FE0F> will be the most tremendous project. Watch it out as they will shock the #Crypto space.<U+0001F973>

$CISLA #CISLA #Cisla1000x #CislaArmy #ElonMusk  #CryptoIsland  #cryptocurrencies #BSCGem #Cryptocurrency #Binance https://t.co/z1bYPjauy8","@CryptoislandInc<U+0001F3DD><U+FE0F> will be the most tremendous project. Watch it out as they will shock the #Crypto space.<U+0001F973>

$CISLA #CISLA #Cisla1000x #CislaArmy #ElonMusk  #CryptoIsland  #cryptocurrencies #BSCGem #Cryptocurrency #Binance https://t.co/z1bYPjauy8","c(""@CryptoislandInc<U+0001F3DD><U+FE0F>"", ""will"", ""be"", ""the"", ""most"", ""tremendous"", ""project"", ""watch"", ""it"", ""out"", ""as"", ""they"", ""will"", ""shock"", ""the"", ""#Crypto"", ""space<U+0001F973>"", ""$cisla"", ""#CISLA"", ""#Cisla1000x"", ""#CislaArmy"", ""#ElonMusk"", ""#CryptoIsland"", ""#cryptocurrencies"", ""#BSCGem"", ""#Cryptocurrency"", ""#Binance"", ""https://t.co/z1bYPjauy8"")","CryptoislandInc<U+0001F3DD><U+FE0F> will be the most tremendous project. Watch it out as they will shock the Crypto space.<U+0001F973>

$CISLA CISLA Cisla1000x CislaArmy ElonMusk  CryptoIsland  cryptocurrencies BSCGem Cryptocurrency Binance ","-0.75","negative"
"Tue Nov 02 15:48:15 +0000 2021","1455562406734675969","@Bitcoin Should Grab Some &amp; Stake to Earn Passive Income $GHC #GalaxyHeroesCoin . 1billion MC is imminent.… https://t.co/IgjZSA0i42","NA","1400687234425098244","672",NA,"@Bitcoin Should Grab Some &amp; Stake to Earn Passive Income $GHC #GalaxyHeroesCoin . 1billion MC is imminent. @Trade_At_Ease @elonmusk @cz_binance #BSCGem #BSC @GalaxyHeroesGHC @BrianSumner1987 https://t.co/yR5a79oJeS","@Bitcoin Should Grab Some &amp; Stake to Earn Passive Income $GHC #GalaxyHeroesCoin . 1billion MC is imminent. @Trade_At_Ease @elonmusk @cz_binance #BSCGem #BSC @GalaxyHeroesGHC @BrianSumner1987 https://t.co/yR5a79oJeS","c(""@Bitcoin"", ""should"", ""grab"", ""some"", ""amp"", ""stake"", ""to"", ""earn"", ""passive"", ""income"", ""$ghc"", ""#GalaxyHeroesCoin"", ""1billion"", ""mc"", ""is"", ""imminent"", ""@TradeAtEase"", ""@elonmusk"", ""@czbinance"", ""#BSCGem"", ""#BSC"", ""@GalaxyHeroesGHC"", ""@BrianSumner1987"", ""https://t.co/yR5a79oJeS"")","Bitcoin Should Grab Some &amp; Stake to Earn Passive Income $GHC GalaxyHeroesCoin . 1billion MC is imminent. Trade_At_Ease elonmusk cz_binance BSCGem BSC GalaxyHeroesGHC BrianSumner1987 ","-0.25","negative"
"Tue Nov 02 15:48:15 +0000 2021","1455562408731283459","@Valeriecrypto #KISHU army <U+0001F4AA><U+0001F525><U+2694>
#KISHU #KishuArmy #KishuInu
<U+0001F60D><U+0001F60D><U+0001F60D>
@cz_binance
@elonmusk
@krakenfx @HuobiGlobal  … https://t.co/vNpyB0CSLp","NA","1448428772445892613","1",NA,"@Valeriecrypto #KISHU army <U+0001F4AA><U+0001F525><U+2694>
#KISHU #KishuArmy #KishuInu
<U+0001F60D><U+0001F60D><U+0001F60D>
@cz_binance
@elonmusk
@krakenfx @HuobiGlobal   @cz_binance
@VitalikButerin <U+0001F44C><U+0001F44C><U+0001F44C><U+0001F44C><U+0001F525><U+0001F525>
@coinex
@binance @tesla
<U+0001F525><U+0001F48E><U+0001F680><U+0001F4AF><U+0001F4AF>#KISHU<U+0001F48E><U+0001F525>$kishu<U+0001F48E><U+0001F525><U+0001F4AF><U+0001F4AF><U+0001F680>@Inukishu https://t.co/vF5IZiKEkT","@Valeriecrypto #KISHU army <U+0001F4AA><U+0001F525><U+2694>
#KISHU #KishuArmy #KishuInu
<U+0001F60D><U+0001F60D><U+0001F60D>
@cz_binance
@elonmusk
@krakenfx @HuobiGlobal   @cz_binance
@VitalikButerin <U+0001F44C><U+0001F44C><U+0001F44C><U+0001F44C><U+0001F525><U+0001F525>
@coinex
@binance @tesla
<U+0001F525><U+0001F48E><U+0001F680><U+0001F4AF><U+0001F4AF>#KISHU<U+0001F48E><U+0001F525>$kishu<U+0001F48E><U+0001F525><U+0001F4AF><U+0001F4AF><U+0001F680>@Inukishu https://t.co/vF5IZiKEkT","c(""@Valeriecrypto"", ""#KISHU"", ""army"", ""<U+0001F4AA><U+0001F525><U+2694>"", ""#KISHU"", ""#KishuArmy"", ""#KishuInu"", ""<U+0001F60D><U+0001F60D><U+0001F60D>"", ""@czbinance"", ""@elonmusk"", ""@krakenfx"", ""@HuobiGlobal"", ""@czbinance"", ""@VitalikButerin"", ""<U+0001F44C><U+0001F44C><U+0001F44C><U+0001F44C><U+0001F525><U+0001F525>"", ""@coinex"", ""@binance"", ""@tesla"", ""<U+0001F525><U+0001F48E><U+0001F680><U+0001F4AF><U+0001F4AF>kishu<U+0001F48E><U+0001F525>$kishu<U+0001F48E><U+0001F525><U+0001F4AF><U+0001F4AF><U+0001F680>inukishu"", 
""https://t.co/vF5IZiKEkT"")","Valeriecrypto KISHU army <U+0001F4AA><U+0001F525><U+2694>
KISHU KishuArmy KishuInu
<U+0001F60D><U+0001F60D><U+0001F60D>
cz_binance
elonmusk
krakenfx HuobiGlobal   cz_binance
VitalikButerin <U+0001F44C><U+0001F44C><U+0001F44C><U+0001F44C><U+0001F525><U+0001F525>
coinex
binance tesla
<U+0001F525><U+0001F48E><U+0001F680><U+0001F4AF><U+0001F4AF>KISHU<U+0001F48E><U+0001F525>$kishu<U+0001F48E><U+0001F525><U+0001F4AF><U+0001F4AF><U+0001F680>Inukishu ","0","neutral"
"Tue Nov 02 15:48:18 +0000 2021","1455562421322592261","@guardian What is this alarmist #Tesla-nonsense?
The ""recall"" was fixed remotely and automatically via a firmware u… https://t.co/y4OSm5hoIJ","NA","881886431735631874","342",NA,"@guardian What is this alarmist #Tesla-nonsense?
The ""recall"" was fixed remotely and automatically via a firmware update distributed via the Internet.
https://t.co/TJaZwcbuor","@guardian What is this alarmist #Tesla-nonsense?
The ""recall"" was fixed remotely and automatically via a firmware update distributed via the Internet.
https://t.co/TJaZwcbuor","c(""@guardian"", ""what"", ""is"", ""this"", ""alarmist"", ""#Teslanonsense"", ""the"", ""recall"", ""was"", ""fixed"", ""remotely"", ""and"", ""automatically"", ""via"", ""a"", ""firmware"", ""update"", ""distributed"", ""via"", ""the"", ""internet"", ""https://t.co/TJaZwcbuor"")","guardian What is this alarmist Tesla-nonsense?
The ""recall"" was fixed remotely and automatically via a firmware update distributed via the Internet.
","-0.5","negative"
"Tue Nov 02 15:48:19 +0000 2021","1455562421679140873","@ZssBecker 5000 BTC Airdrop TakePart WWW. TESLONGATEWAY .COM hurry #cryptogiveaway #ELON #Tesla #Bitcoin  #crypto","NA","1378944401825751040","1",NA,NA,"@ZssBecker 5000 BTC Airdrop TakePart WWW. TESLONGATEWAY .COM hurry #cryptogiveaway #ELON #Tesla #Bitcoin  #crypto","c(""@ZssBecker"", ""5000"", ""btc"", ""airdrop"", ""takepart"", ""www"", ""teslongateway"", ""com"", ""hurry"", ""#cryptogiveaway"", ""#ELON"", ""#Tesla"", ""#Bitcoin"", ""#crypto"")","ZssBecker 5000 BTC Airdrop TakePart WWW. TESLONGATEWAY .COM hurry cryptogiveaway ELON Tesla Bitcoin  crypto","0","neutral"
"Tue Nov 02 15:48:19 +0000 2021","1455562422434029570","@TwanJulio @elonmusk They already don’t pay a dime lmao","NA","574994159","565",NA,NA,"@TwanJulio @elonmusk They already don’t pay a dime lmao","c(""@TwanJulio"", ""@elonmusk"", ""they"", ""already"", ""dont"", ""pay"", ""a"", ""dime"", ""lmao"")","TwanJulio elonmusk They already don’t pay a dime lmao","-0.1","negative"
"Tue Nov 02 15:48:20 +0000 2021","1455562426074771463","*the World","NA","2748240700","4180",NA,NA,"*the World","c(""the"", ""world"")","*the World","0","neutral"
"Tue Nov 02 15:48:19 +0000 2021","1455562425361580037","Big sale Tesla kkkkk
Electric vehicles are just an alternative #Tesla
hurry up and try harder
#Tesla #doge #Bitcoin https://t.co/HPXV7f7oEx","NA","1455520500810088454","0",NA,NA,"Big sale Tesla kkkkk
Electric vehicles are just an alternative #Tesla
hurry up and try harder
#Tesla #doge #Bitcoin https://t.co/HPXV7f7oEx","c(""big"", ""sale"", ""tesla"", ""kkkkk"", ""electric"", ""vehicles"", ""are"", ""just"", ""an"", ""alternative"", ""#Tesla"", ""hurry"", ""up"", ""and"", ""try"", ""harder"", ""#Tesla"", ""#doge"", ""#Bitcoin"", ""https://t.co/HPXV7f7oEx"")","Big sale Tesla kkkkk
Electric vehicles are just an alternative Tesla
hurry up and try harder
Tesla doge Bitcoin ","0.25","positive"
"Tue Nov 02 15:48:25 +0000 2021","1455562447520141312","Eat the rich needs to be a action and not a saying..... https://t.co/fCWLXxl6Y7","NA","1070701929150509057","985",NA,NA,"Eat the rich needs to be a action and not a saying..... https://t.co/fCWLXxl6Y7","c(""eat"", ""the"", ""rich"", ""needs"", ""to"", ""be"", ""a"", ""action"", ""and"", ""not"", ""a"", ""saying"", ""https://t.co/fCWLXxl6Y7"")","Eat the rich needs to be a action and not a saying..... ","1.35","positive"
"Tue Nov 02 15:48:25 +0000 2021","1455562448241561607","@MktsInsider It's not a ""warning"" , it's a ""statement"" . Watch your language. Nowhere did @elonmusk say the word warning.","NA","1371136249042460675","8",NA,NA,"@MktsInsider It's not a ""warning"" , it's a ""statement"" . Watch your language. Nowhere did @elonmusk say the word warning.","c(""@MktsInsider"", ""its"", ""not"", ""a"", ""warning"", ""its"", ""a"", ""statement"", ""watch"", ""your"", ""language"", ""nowhere"", ""did"", ""@elonmusk"", ""say"", ""the"", ""word"", ""warning"")","MktsInsider It's not a ""warning"" , it's a ""statement"" . Watch your language. Nowhere did elonmusk say the word warning.","-0.5","negative"
"Tue Nov 02 15:48:26 +0000 2021","1455562454042357764","@joncoopertweets @elonmusk The world we live on is full of lies and no one is noticing it. The world of wonders!","NA","2976661402","11",NA,NA,"@joncoopertweets @elonmusk The world we live on is full of lies and no one is noticing it. The world of wonders!","c(""@joncoopertweets"", ""@elonmusk"", ""the"", ""world"", ""we"", ""live"", ""on"", ""is"", ""full"", ""of"", ""lies"", ""and"", ""no"", ""one"", ""is"", ""noticing"", ""it"", ""the"", ""world"", ""of"", ""wonders"")","joncoopertweets elonmusk The world we live on is full of lies and no one is noticing it. The world of wonders!","-1","negative"
"Tue Nov 02 15:48:27 +0000 2021","1455562455355174918","@Valeriecrypto #KISHU army <U+0001F4AA><U+0001F525><U+2694>
#KISHU #KishuArmy #KishuInu
<U+0001F60D><U+0001F60D><U+0001F60D>
@cz_binance
@elonmusk
@krakenfx @HuobiGlobal  … https://t.co/I3vHTiZHYe","NA","1448428772445892613","1",NA,"@Valeriecrypto #KISHU army <U+0001F4AA><U+0001F525><U+2694>
#KISHU #KishuArmy #KishuInu
<U+0001F60D><U+0001F60D><U+0001F60D>
@cz_binance
@elonmusk
@krakenfx @HuobiGlobal   @cz_binance
@VitalikButerin
@coinex
@binance @tesla
<U+0001F525><U+0001F48E><U+0001F680><U+0001F4AF><U+0001F4AF>#KISHU<U+0001F48E><U+0001F525>$kishu<U+0001F48E><U+0001F525><U+0001F4AF><U+0001F4AF><U+0001F680>@Inukishu <U+0001F4AF><U+0001F4AF><U+0001F4AF><U+0001F4AF> https://t.co/2PorcOWUoc","@Valeriecrypto #KISHU army <U+0001F4AA><U+0001F525><U+2694>
#KISHU #KishuArmy #KishuInu
<U+0001F60D><U+0001F60D><U+0001F60D>
@cz_binance
@elonmusk
@krakenfx @HuobiGlobal   @cz_binance
@VitalikButerin
@coinex
@binance @tesla
<U+0001F525><U+0001F48E><U+0001F680><U+0001F4AF><U+0001F4AF>#KISHU<U+0001F48E><U+0001F525>$kishu<U+0001F48E><U+0001F525><U+0001F4AF><U+0001F4AF><U+0001F680>@Inukishu <U+0001F4AF><U+0001F4AF><U+0001F4AF><U+0001F4AF> https://t.co/2PorcOWUoc","c(""@Valeriecrypto"", ""#KISHU"", ""army"", ""<U+0001F4AA><U+0001F525><U+2694>"", ""#KISHU"", ""#KishuArmy"", ""#KishuInu"", ""<U+0001F60D><U+0001F60D><U+0001F60D>"", ""@czbinance"", ""@elonmusk"", ""@krakenfx"", ""@HuobiGlobal"", ""@czbinance"", ""@VitalikButerin"", ""@coinex"", ""@binance"", ""@tesla"", ""<U+0001F525><U+0001F48E><U+0001F680><U+0001F4AF><U+0001F4AF>kishu<U+0001F48E><U+0001F525>$kishu<U+0001F48E><U+0001F525><U+0001F4AF><U+0001F4AF><U+0001F680>inukishu"", ""<U+0001F4AF><U+0001F4AF><U+0001F4AF><U+0001F4AF>"", ""https://t.co/2PorcOWUoc""
)","Valeriecrypto KISHU army <U+0001F4AA><U+0001F525><U+2694>
KISHU KishuArmy KishuInu
<U+0001F60D><U+0001F60D><U+0001F60D>
cz_binance
elonmusk
krakenfx HuobiGlobal   cz_binance
VitalikButerin
coinex
binance tesla
<U+0001F525><U+0001F48E><U+0001F680><U+0001F4AF><U+0001F4AF>KISHU<U+0001F48E><U+0001F525>$kishu<U+0001F48E><U+0001F525><U+0001F4AF><U+0001F4AF><U+0001F680>Inukishu <U+0001F4AF><U+0001F4AF><U+0001F4AF><U+0001F4AF> ","0","neutral"
"Tue Nov 02 15:48:27 +0000 2021","1455562457900994562","@Epidiah I want a device on my bicycle that warns me when a Tesla driver is approaching me from behind as they all… https://t.co/2IPhtyv27B","NA","35213","663",NA,"@Epidiah I want a device on my bicycle that warns me when a Tesla driver is approaching me from behind as they all seem intent on running me off the road.","@Epidiah I want a device on my bicycle that warns me when a Tesla driver is approaching me from behind as they all seem intent on running me off the road.","c(""@Epidiah"", ""i"", ""want"", ""a"", ""device"", ""on"", ""my"", ""bicycle"", ""that"", ""warns"", ""me"", ""when"", ""a"", ""tesla"", ""driver"", ""is"", ""approaching"", ""me"", ""from"", ""behind"", ""as"", ""they"", ""all"", ""seem"", ""intent"", ""on"", ""running"", ""me"", ""off"", ""the"", ""road"")","Epidiah I want a device on my bicycle that warns me when a Tesla driver is approaching me from behind as they all seem intent on running me off the road.","-0.25","negative"
"Tue Nov 02 15:48:28 +0000 2021","1455562461147385856","@TheCryptoDoc1 Flokifam<U+0001F436>
High yield<U+0001F4B0>
#NFT Farming<U+26A1>
NFT #AIRDROP for holders<U+0001F929>
On #BSC stream <U+23E9>
Listing on… https://t.co/hT5AoThVOq","NA","1155070286837891072","37",NA,"@TheCryptoDoc1 Flokifam<U+0001F436>
High yield<U+0001F4B0>
#NFT Farming<U+26A1>
NFT #AIRDROP for holders<U+0001F929>
On #BSC stream <U+23E9>
Listing on #PANCAKESWAP soon!
Telegram <U+23E9> @flokifamily
Twitter <U+23E9> @flokifam
@girlgone_crypto @FlameCryptos 
#ElonMusk #ELON #BinanceSmartChain
#CatecoinArmy","@TheCryptoDoc1 Flokifam<U+0001F436>
High yield<U+0001F4B0>
#NFT Farming<U+26A1>
NFT #AIRDROP for holders<U+0001F929>
On #BSC stream <U+23E9>
Listing on #PANCAKESWAP soon!
Telegram <U+23E9> @flokifamily
Twitter <U+23E9> @flokifam
@girlgone_crypto @FlameCryptos 
#ElonMusk #ELON #BinanceSmartChain
#CatecoinArmy","c(""@TheCryptoDoc1"", ""flokifam<U+0001F436>"", ""high"", ""yield<U+0001F4B0>"", ""#NFT"", ""farming<U+26A1>"", ""nft"", ""#AIRDROP"", ""for"", ""holders<U+0001F929>"", ""on"", ""#BSC"", ""stream"", ""<U+23E9>"", ""listing"", ""on"", ""#PANCAKESWAP"", ""soon"", ""telegram"", ""<U+23E9>"", ""@flokifamily"", ""twitter"", ""<U+23E9>"", ""@flokifam"", ""@girlgonecrypto"", ""@FlameCryptos"", ""#ElonMusk"", ""#ELON"", ""#BinanceSmartChain"", ""#CatecoinArmy"")","TheCryptoDoc1 Flokifam<U+0001F436>
High yield<U+0001F4B0>
NFT Farming<U+26A1>
NFT AIRDROP for holders<U+0001F929>
On BSC stream <U+23E9>
Listing on PANCAKESWAP soon!
Telegram <U+23E9> flokifamily
Twitter <U+23E9> flokifam
girlgone_crypto FlameCryptos 
ElonMusk ELON BinanceSmartChain
CatecoinArmy","0","neutral"
"Tue Nov 02 15:48:28 +0000 2021","1455562462850428928","@vizurantvis @elonmusk Love what you just said!!! To much rapport that is made to confuse us. We are now woke and r… https://t.co/mlkoAGFvuJ","NA","1354586984707186688","4028",NA,"@vizurantvis @elonmusk Love what you just said!!! To much rapport that is made to confuse us. We are now woke and reading their reports with a magnifying glass. No more taking THEIR words at face value. @elonmusk thank you for being who you are!! We need more advocates like you representing the 99%","@vizurantvis @elonmusk Love what you just said!!! To much rapport that is made to confuse us. We are now woke and reading their reports with a magnifying glass. No more taking THEIR words at face value. @elonmusk thank you for being who you are!! We need more advocates like you representing the 99%","c(""@vizurantvis"", ""@elonmusk"", ""love"", ""what"", ""you"", ""just"", ""said"", ""to"", ""much"", ""rapport"", ""that"", ""is"", ""made"", ""to"", ""confuse"", ""us"", ""we"", ""are"", ""now"", ""woke"", ""and"", ""reading"", ""their"", ""reports"", ""with"", ""a"", ""magnifying"", ""glass"", ""no"", ""more"", ""taking"", ""their"", ""words"", ""at"", ""face"", ""value"", ""@elonmusk"", ""thank"", ""you"", ""for"", ""being"", ""who"", ""you"", ""are"", ""we"", ""need"", ""more"", ""advocates"", ""like"", ""you"", ""representing"", ""the"", ""99"")","vizurantvis elonmusk Love what you just said!!! To much rapport that is made to confuse us. We are now woke and reading their reports with a magnifying glass. No more taking THEIR words at face value. elonmusk thank you for being who you are!! We need more advocates like you representing the 99%","2.3","positive"
"Tue Nov 02 15:48:28 +0000 2021","1455562463026442243","More Americans should hold Tesla","NA","14290802","1043",NA,NA,"More Americans should hold Tesla","c(""more"", ""americans"", ""should"", ""hold"", ""tesla"")","More Americans should hold Tesla","0","neutral"
"Tue Nov 02 15:48:29 +0000 2021","1455562466986008580","@Blockworks_ 5000 BTC Airdrop TakePart WWW. TESLONGATEWAY .COM hurry #cryptogiveaway #ELON #Tesla #Bitcoin  #crypto","NA","1378944401825751040","1",NA,NA,"@Blockworks_ 5000 BTC Airdrop TakePart WWW. TESLONGATEWAY .COM hurry #cryptogiveaway #ELON #Tesla #Bitcoin  #crypto","c(""@Blockworks"", ""5000"", ""btc"", ""airdrop"", ""takepart"", ""www"", ""teslongateway"", ""com"", ""hurry"", ""#cryptogiveaway"", ""#ELON"", ""#Tesla"", ""#Bitcoin"", ""#crypto"")","Blockworks_ 5000 BTC Airdrop TakePart WWW. TESLONGATEWAY .COM hurry cryptogiveaway ELON Tesla Bitcoin  crypto","0","neutral"
"Tue Nov 02 15:48:29 +0000 2021","1455562467153563648","@RBReich @elonmusk like @JeffBezos and @BillGates started with nothing, and built a behemoth out of an idea... Your… https://t.co/EQ1XCt7hUz","NA","1370149114676015105","47",NA,"@RBReich @elonmusk like @JeffBezos and @BillGates started with nothing, and built a behemoth out of an idea... Your class envy is misplaced... #AgreeOnSomething","@RBReich @elonmusk like @JeffBezos and @BillGates started with nothing, and built a behemoth out of an idea... Your class envy is misplaced... #AgreeOnSomething","c(""@RBReich"", ""@elonmusk"", ""like"", ""@JeffBezos"", ""and"", ""@BillGates"", ""started"", ""with"", ""nothing"", ""and"", ""built"", ""a"", ""behemoth"", ""out"", ""of"", ""an"", ""idea"", ""your"", ""class"", ""envy"", ""is"", ""misplaced"", ""#AgreeOnSomething"")","RBReich elonmusk like JeffBezos and BillGates started with nothing, and built a behemoth out of an idea... Your class envy is misplaced... AgreeOnSomething","-1.4","negative"
"Tue Nov 02 15:48:30 +0000 2021","1455562468357550080","@elonmusk day 237
I will write untill you answer or 25000$ car starts delivery.Will the plaid version  be bulletpro… https://t.co/1GycDwZHED","NA","1165339044605300737","1",NA,"@elonmusk day 237
I will write untill you answer or 25000$ car starts delivery.Will the plaid version  be bulletproof,have the cybertruck suspension, 300 miles highway range, premium interior ? There's a huge market of people how don't want to be seen in an expansive car","@elonmusk day 237
I will write untill you answer or 25000$ car starts delivery.Will the plaid version  be bulletproof,have the cybertruck suspension, 300 miles highway range, premium interior ? There's a huge market of people how don't want to be seen in an expansive car","c(""@elonmusk"", ""day"", ""237"", ""i"", ""will"", ""write"", ""untill"", ""you"", ""answer"", ""or"", ""25000$"", ""car"", ""starts"", ""deliverywill"", ""the"", ""plaid"", ""version"", ""be"", ""bulletproofhave"", ""the"", ""cybertruck"", ""suspension"", ""300"", ""miles"", ""highway"", ""range"", ""premium"", ""interior"", ""theres"", ""a"", ""huge"", ""market"", ""of"", ""people"", ""how"", ""dont"", ""want"", ""to"", ""be"", ""seen"", ""in"", ""an"", ""expansive"", ""car"")","elonmusk day 237
I will write untill you answer or 25000$ car starts delivery.Will the plaid version  be bulletproof,have the cybertruck suspension, 300 miles highway range, premium interior ? There's a huge market of people how don't want to be seen in an expansive car","1","positive"
"Tue Nov 02 15:48:30 +0000 2021","1455562468990672904","Leave it to the media to make this a negative. Imagine having a product so good you can get a wholesale order witho… https://t.co/JOvA6BtIPt","NA","3188091253","146",NA,"Leave it to the media to make this a negative. Imagine having a product so good you can get a wholesale order without giving them special wholesale pricing. @SawyerMerritt help them understand please. Demand for Tesla is <U+0001F4C8><U+0001F4C8><U+0001F4C8>","Leave it to the media to make this a negative. Imagine having a product so good you can get a wholesale order without giving them special wholesale pricing. @SawyerMerritt help them understand please. Demand for Tesla is <U+0001F4C8><U+0001F4C8><U+0001F4C8>","c(""leave"", ""it"", ""to"", ""the"", ""media"", ""to"", ""make"", ""this"", ""a"", ""negative"", ""imagine"", ""having"", ""a"", ""product"", ""so"", ""good"", ""you"", ""can"", ""get"", ""a"", ""wholesale"", ""order"", ""without"", ""giving"", ""them"", ""special"", ""wholesale"", ""pricing"", ""@SawyerMerritt"", ""help"", ""them"", ""understand"", ""please"", ""demand"", ""for"", ""tesla"", ""is"", ""<U+0001F4C8><U+0001F4C8><U+0001F4C8>"")","Leave it to the media to make this a negative. Imagine having a product so good you can get a wholesale order without giving them special wholesale pricing. SawyerMerritt help them understand please. Demand for Tesla is <U+0001F4C8><U+0001F4C8><U+0001F4C8>","1.3","positive"
"Tue Nov 02 15:48:30 +0000 2021","1455562469963874305","@Bitcoin @elonmusk Because All money in billionaires pocket","NA","1455453439777980421","2",NA,NA,"@Bitcoin @elonmusk Because All money in billionaires pocket","c(""@Bitcoin"", ""@elonmusk"", ""because"", ""all"", ""money"", ""in"", ""billionaires"", ""pocket"")","Bitcoin elonmusk Because All money in billionaires pocket","0.6","positive"
"Tue Nov 02 15:48:31 +0000 2021","1455562473713504258","@GlazeCrypto @DBACurrency Comment by quoting <U+0001F4CC> 
<U+0001F447>
https://t.co/OKRnFuVS7p","NA","1184428825288925185","101",NA,NA,"@GlazeCrypto @DBACurrency Comment by quoting <U+0001F4CC> 
<U+0001F447>
https://t.co/OKRnFuVS7p","c(""@GlazeCrypto"", ""@DBACurrency"", ""comment"", ""by"", ""quoting"", ""<U+0001F4CC>"", ""<U+0001F447>"", ""https://t.co/OKRnFuVS7p"")","GlazeCrypto DBACurrency Comment by quoting <U+0001F4CC> 
<U+0001F447>
","0","neutral"
"Tue Nov 02 15:48:31 +0000 2021","1455562474699177989","@TBSdrummer @garyblack00 What do you think of Tesla?","NA","1417122073915191299","7",NA,NA,"@TBSdrummer @garyblack00 What do you think of Tesla?","c(""@TBSdrummer"", ""@garyblack00"", ""what"", ""do"", ""you"", ""think"", ""of"", ""tesla"")","TBSdrummer garyblack00 What do you think of Tesla?","0","neutral"
"Tue Nov 02 15:48:32 +0000 2021","1455562477417029636","@elonmusk I cant understand chinese<U+0001F972>","NA","1404974323429871619","0",NA,NA,"@elonmusk I cant understand chinese<U+0001F972>","c(""@elonmusk"", ""i"", ""cant"", ""understand"", ""chinese<U+0001F972>"")","elonmusk I cant understand chinese<U+0001F972>","0","neutral"
"Tue Nov 02 15:48:33 +0000 2021","1455562483264000003","@elonmusk @teslaownersSV Other deals down the road .. you're nearly a decade ahead in tech.","NA","1331751329123999746","1540",NA,NA,"@elonmusk @teslaownersSV Other deals down the road .. you're nearly a decade ahead in tech.","c(""@elonmusk"", ""@teslaownersSV"", ""other"", ""deals"", ""down"", ""the"", ""road"", ""youre"", ""nearly"", ""a"", ""decade"", ""ahead"", ""in"", ""tech"")","elonmusk teslaownersSV Other deals down the road .. you're nearly a decade ahead in tech.","0.8","positive"
